State	Zip	Utility_Provider
AZ	85143	Chelan County Public Utility District
AZ	85926	Navopache Electric Cooperative
AZ	85248	Other
AZ	85021	Other
AZ	85268	Arizona Public Service
AZ	85209	Amanti Electric
AZ	85213	City of Mesa Utilities
AZ	95024	Other
AZ	85614	Other
AZ	85763	Other
AZ	86044	Other
AZ	85706	Arizona Public Service
AZ	86351	Arizona Public Service
AZ	85653	Other
AZ	85532	Arizona Public Service
AZ	86429	UniSource Energy Services
AZ	85019	Arizona Public Service
AZ	85248	Arizona Public Service
AZ	86314	Other
AZ	85225	Other
AZ	85354	Arizona Public Service
AZ	85122	Electrical District No. 2
AZ	86028	Arizona Public Service
AZ	85312	Salt River Project
AZ	85534	Duncan Valley Electric Cooperative
AZ	86503	Other
AZ	86040	Arizona Public Service
AZ	85260	Other
AZ	85019	Other
AZ	85333	Arizona Public Service
AZ	85920	Navopache Electric Cooperative
AZ	85363	Arizona Public Service
AZ	85388	Salt River Project
AZ	85286	Arizona Public Service
AZ	85743	Arizona Public Service
AZ	85626	Other
AZ	85339	Other
AZ	85032	Other
AZ	85266	Arizona Public Service
AZ	85301	Other
AZ	86025	Other
AZ	86301	UniSource Energy Services
AZ	85638	Arizona Public Service
AZ	85704	Arizona Public Service
AZ	86034	Arizona Public Service
AZ	86025	Arizona Public Service
AZ	85643	Graham County Utilities
AZ	85541	Other
AZ	86315	UniSource Energy Services
AZ	85204	Other
AZ	85306	Salt River Project
AZ	86021	Other
AZ	85615	Other
AZ	85224	Southwest Gas Corporation
AZ	85925	Navopache Electric Cooperative
AZ	85040	Other
AZ	86005	Arizona Public Service
AZ	85204	City of Mesa Utilities
AZ	85334	Amanti Electric
AZ	85140	Other
AZ	85757	Other
AZ	85936	Other
AZ	85013	Salt River Project
AZ	85337	Other
AZ	85615	Sulphur Springs Valley Electric Cooperative
AZ	85118	Navopache Electric Cooperative
AZ	85739	Salt River Project
AZ	85118	Arizona Public Service
AZ	85601	Trico Electric Cooperative
AZ	86444	UniSource Energy Services
AZ	85552	Graham County Utilities
AZ	85742	Arizona Public Service
AZ	85208	City of Mesa Utilities
AZ	85611	Sulphur Springs Valley Electric Cooperative
AZ	85643	Arizona Public Service
AZ	85658	Other
AZ	85042	City of Mesa Utilities
AZ	85353	Arizona Public Service
AZ	85619	Trico Electric Cooperative
AZ	85631	Other
AZ	85009	Salt River Project
AZ	85128	Hohokam Irrigation and Drainage District
AZ	85143	Other
AZ	85349	Amanti Electric
AZ	85553	Arizona Public Service
AZ	85348	Arizona Public Service
AZ	86442	UniSource Energy Services
AZ	85031	Other
AZ	85283	Other
AZ	85710	Southwest Gas Corporation
AZ	85901	Salt River Project
AZ	85256	Salt River Project
AZ	81351	Other
AZ	85923	Navopache Electric Cooperative
AZ	85033	Electrical District No. 3
AZ	85041	Arizona Public Service
AZ	85757	Southwest Gas Corporation
AZ	85326	Other
AZ	85710	Other
AZ	85756	Arizona Public Service
AZ	85714	Arizona Public Service
AZ	85621	Other
AZ	85119	Other
AZ	85653	Arizona Public Service
AZ	86342	Arizona Public Service
AZ	85142	Arizona Public Service
AZ	85202	City of Mesa Utilities
AZ	85395	Southwest Gas Corporation
AZ	85632	Other
AZ	85122	Other
AZ	85388	Other
AZ	86444	Mojave Electric Cooperative
AZ	85027	City of Safford Electric Department
AZ	86442	Arizona Public Service
AZ	85040	Southwest Gas Corporation
AZ	85142	City of Mesa Utilities
AZ	85551	Graham County Utilities
AZ	86433	Other
AZ	85648	Tucson Electric Power
AZ	86510	Other
AZ	86332	Arizona Public Service
AZ	85757	Arizona Public Service
AZ	85354	Other
AZ	85741	Other
AZ	85332	Other
AZ	86426	Other
AZ	85629	Arizona Public Service
AZ	85339	Arizona Public Service
AZ	85365	Southwest Gas Corporation
AZ	86442	Navopache Electric Cooperative
AZ	85284	Other
AZ	85334	Other
AZ	85392	Other
AZ	85616	Other
AZ	85308	Other
AZ	85006	Other
AZ	85086	City of Mesa Utilities
AZ	86507	Other
AZ	85323	Amanti Electric
AZ	85193	Hohokam Irrigation and Drainage District
AZ	85735	Arizona Public Service
AZ	85623	Other
AZ	86556	Other
AZ	85313	Arizona Public Service
AZ	85019	City of Safford Electric Department
AZ	85296	Arizona Public Service
AZ	85307	Arizona Public Service
AZ	85283	Arizona Public Service
AZ	85122	Electrical District No. 3
AZ	85205	Arizona Public Service
AZ	85302	Other
AZ	86321	Arizona Public Service
AZ	85603	Other
AZ	85342	Arizona Public Service
AZ	85132	Southwest Gas Corporation
AZ	85050	Other
AZ	85013	Southwest Gas Corporation
AZ	85340	Other
AZ	85298	Southwest Gas Corporation
AZ	85335	Other
AZ	85706	Southwest Gas Corporation
AZ	85138	Electrical District No. 2
AZ	86035	Other
AZ	86413	Mojave Electric Cooperative
AZ	86003	Other
AZ	85743	Sulphur Springs Valley Electric Cooperative
AZ	86445	Other
AZ	86441	Other
AZ	86053	Other
AZ	86032	Arizona Public Service
AZ	85122	Hohokam Irrigation and Drainage District
AZ	85650	Arizona Public Service
AZ	85206	City of Mesa Utilities
AZ	86031	Other
AZ	85209	Arizona Public Service
AZ	85123	Other
AZ	85250	Arizona Public Service
AZ	85924	Arizona Public Service
AZ	85536	Graham County Utilities
AZ	84395	Other
AZ	85901	Other
AZ	86538	Other
AZ	85625	Electrical District No. 3
AZ	85609	Sulphur Springs Valley Electric Cooperative
AZ	85937	Other
AZ	85750	Arizona Public Service
AZ	85282	Southwest Gas Corporation
AZ	86326	Other
AZ	85194	Salt River Project
AZ	85756	Other
AZ	85120	City of Mesa Utilities
AZ	85614	Arizona Public Service
AZ	85352	Other
AZ	85925	Other
AZ	85257	Arizona Public Service
AZ	85623	Trico Electric Cooperative
AZ	85616	Tucson Electric Power
AZ	3465	Eversource Energy
AZ	85131	Electrical District No. 2
AZ	85641	Southwest Gas Corporation
AZ	85365	Arizona Public Service Co
AZ	85003	Arizona Public Service
AZ	85119	Arizona Public Service
AZ	85541	Arizona Public Service Co
AZ	85705	Tucson Electric Power Co
AZ	85390	Other
AZ	85705	Sulphur Springs Valley Electric Cooperative
AZ	85233	Arizona Public Service
AZ	85218	Salt River Project
AZ	85201	Arizona Public Service
AZ	85040	Electrical District No. 2
AZ	85301	Amanti Electric
AZ	85643	Other
AZ	59875	Ravalli Electric Co-Op
AZ	86403	Arizona Public Service
AZ	85259	Other
AZ	85374	Arizona Public Service Co
AZ	85603	Southwest Gas Corporation
AZ	85658	Trico Electric Cooperative Inc
AZ	85210	Arizona Public Service
AZ	85396	Arizona Public Service Co
AZ	85138	Electrical Dist No3 Pinal County
AZ	85326	Arizona Public Service Co
AZ	85035	Arizona Public Service Co
AZ	85375	Arizona Public Service Co
AZ	85629	Trico Electric Cooperative Inc
AZ	85308	Arizona Public Service Co
AZ	85224	Arizona Public Service
AZ	86314	Arizona Public Service Co
AZ	85354	Arizona Public Service Co
AZ	85362	Arizona Public Service
AZ	86301	Other
AZ	85745	Tucson Electric Power Co
AZ	85086	Other
AZ	85213	Arizona Public Service
AZ	85139	Electrical District No. 2
AZ	85303	Arizona Public Service Co
AZ	86512	Other
AZ	85173	Arizona Public Service
AZ	85351	Southwest Gas Corporation
AZ	85739	Arizona Public Service
AZ	85305	Other
AZ	85255	Other
AZ	85623	Salt River Project
AZ	85502	Arizona Public Service
AZ	86343	Arizona Public Service
AZ	33572	TECO
AZ	85750	Southwest Gas Corporation
AZ	85086	Arizona Public Service Co
AZ	85382	Other
AZ	86426	Arizona Public Service
AZ	86337	UniSource Energy Services
AZ	85006	Arizona Public Service Co
AZ	95252	Pacific Gas & Electric
AZ	85713	Southwest Gas Corporation
AZ	85206	Arizona Public Service
AZ	86303	UniSource Energy Services
AZ	86334	Other
AZ	85258	Arizona Public Service Co
AZ	85262	Southwest Gas Corporation
AZ	79103	Other
AZ	85016	Other
AZ	85264	Salt River Project
AZ	85021	Arizona Public Service Co
AZ	86445	UniSource Energy Services
AZ	85359	Arizona Public Service
AZ	85716	Sulphur Springs Valley Electric Cooperative
AZ	85930	Other
AZ	85749	Tucson Electric Power Co
AZ	86039	Arizona Public Service
AZ	85653	Sulphur Springs Valley Electric Cooperative
AZ	85616	Sulphur Springs Valley E C Inc
AZ	85224	Other
AZ	85334	Arizona Public Service
AZ	86337	Arizona Public Service
AZ	85625	Other
AZ	85137	Arizona Public Service
AZ	85250	Other
AZ	86506	Other
AZ	33570	TECO
AZ	86336	Other
AZ	85031	Amanti Electric
AZ	85737	Arizona Public Service
AZ	86329	Arizona Public Service
AZ	85379	Southwest Gas Corporation
AZ	85202	Arizona Public Service
AZ	85208	Southwest Gas Corporation
AZ	85297	Other
AZ	85298	Arizona Public Service
AZ	85395	Salt River Project
AZ	85297	Southwest Gas Corporation
AZ	86409	Other
AZ	88345	Other
AZ	85020	Other
AZ	85715	Arizona Public Service
AZ	85623	UniSource Energy Services
AZ	85746	Arizona Public Service
AZ	85617	Other
AZ	87301	Other
AZ	85357	Arizona Public Service
AZ	88242	Other
AZ	86361	Arizona Public Service
AZ	85268	Other
AZ	78541	CenterPoint Energy
AZ	87401	Farmington Electric Utility System
AZ	8865	Jersey Central Power and Light Company
AZ	88201	Other
AZ	85303	Graham County Utilities
AZ	85719	Arizona Public Service
AZ	85027	Other
AZ	85648	Other
AZ	85208	Other
AZ	85203	Other
AZ	85204	Arizona Public Service
AZ	88574	Luminant
AZ	85326	Salt River Project
AZ	85547	Arizona Public Service
AZ	89027	Overton Power District No 5
AZ	89061	Other
AZ	87036	Central New Mexico Electric Cooperative
AZ	24230	Other
AZ	85382	Duncan Valley Electric Cooperative
AZ	76249	TXU Energy
AZ	86413	Arizona Public Service
AZ	88240	Other
AZ	86314	UniSource Energy Services
AZ	85328	Arizona Public Service
AZ	92078	San Diego Gas & Electric
AZ	85139	Tucson Electric Power
AZ	8332	Atlantic City Electric
AZ	85083	Salt River Project
CA	94303	Other
CA	94303	Ambit Energy
CA	94303	Bear Valley Electric
CA	94303	City of Banning Electric
CA	94301	Alameda Municipal Power
CA	95014	Ambit Energy
CA	95014	Other
CA	92111	San Diego Gas & Electric
CA	94619	Pacific Gas & Electric
CA	92124	San Diego Gas & Electric
CA	91335	Los Angeles Department of Water and Power
CA	95621	Sacramento Municipal Utility District
CA	94110	Pacific Gas & Electric
CA	94303	Palo Alto Electric Utility
CA	93612	Pacific Gas & Electric
CA	92129	San Diego Gas & Electric
CA	94583	Pacific Gas & Electric
CA	92126	San Diego Gas & Electric
CA	95503	Pacific Gas & Electric
CA	95842	Sacramento Municipal Utility District
CA	94116	Pacific Gas & Electric
CA	94061	Pacific Gas & Electric
CA	93644	Pacific Gas & Electric
CA	90630	Southern California Edison
CA	95490	Sonoma Clean Power
CA	90019	Los Angeles Department of Water and Power
CA	93436	City of Lompoc Utilities
CA	92506	Riverside Public Utilities
CA	90003	Los Angeles Department of Water and Power
CA	93611	Pacific Gas & Electric
CA	94563	Pacific Gas & Electric
CA	95501	Pacific Gas & Electric
CA	95404	Pacific Gas & Electric
CA	93711	Pacific Gas & Electric
CA	92007	San Diego Gas & Electric
CA	91755	Southern California Edison
CA	91765	Southern California Edison
CA	95954	Pacific Gas & Electric
CA	91754	Southern California Edison
CA	93535	Southern California Edison
CA	95131	Pacific Gas & Electric
CA	92504	Riverside Public Utilities
CA	95758	Sacramento Municipal Utility District
CA	95973	Pacific Gas & Electric
CA	92544	Southern California Edison
CA	95135	Pacific Gas & Electric
CA	95121	Pacific Gas & Electric
CA	96115	Surprise Valley Power
CA	94605	Pacific Gas & Electric
CA	95423	Other
CA	91706	Other
CA	94565	Pacific Gas & Electric
CA	91748	Southern California Edison
CA	93446	Pacific Gas & Electric
CA	92545	Southern California Edison
CA	92625	Southern California Edison
CA	91384	Los Angeles Department of Water and Power
CA	91710	City & County of San Francisco
CA	94509	Pacific Gas & Electric
CA	95358	Modesto Irrigation District
CA	95128	Pacific Gas & Electric
CA	96027	Pacific Power
CA	94939	Pacific Gas & Electric
CA	90280	Southern California Edison
CA	95405	Pacific Gas & Electric
CA	92870	Southern California Edison
CA	95531	Pacific Power
CA	94803	Pacific Gas & Electric
CA	92509	Southern California Edison
CA	92029	Shasta Lake Electric
CA	92392	City of Victorville
CA	95694	Pacific Gas & Electric
CA	90023	Los Angeles Department of Water and Power
CA	91381	California Municipal Utilities Association
CA	92374	Southern California Edison
CA	94550	Pacific Gas & Electric
CA	94536	Pacific Gas & Electric
CA	94040	Pacific Gas & Electric
CA	93060	Southern California Edison
CA	94960	Pacific Gas & Electric
CA	95124	Pacific Gas & Electric
CA	95630	Sacramento Municipal Utility District
CA	95942	Pacific Gas & Electric
CA	90042	Other
CA	90620	Southern California Edison
CA	93108	Southern California Edison
CA	93033	Southern California Edison
CA	93235	Southern California Edison
CA	95826	Sacramento Municipal Utility District
CA	95330	Pacific Gas & Electric
CA	95437	Sonoma Clean Power
CA	94904	Pacific Gas & Electric
CA	95122	Pacific Gas & Electric
CA	93643	Pacific Gas & Electric
CA	94619	Alameda Municipal Power
CA	95975	Pacific Gas & Electric
CA	96007	Pacific Gas & Electric
CA	96113	Plumas Sierra Rural Electric Cooperative
CA	94112	Pacific Gas & Electric
CA	92275	Other
CA	93727	Pacific Gas & Electric
CA	95945	Pacific Gas & Electric
CA	95963	Pacific Gas & Electric
CA	95301	Pacific Gas & Electric
CA	90063	Southern California Edison
CA	95937	Pacific Gas & Electric
CA	95949	Pacific Gas & Electric
CA	93063	Southern California Edison
CA	94577	Pacific Gas & Electric
CA	95965	Pacific Gas & Electric
CA	96094	Pacific Power
CA	96130	Lassen Municipal Utility District
CA	95249	Pacific Gas & Electric
CA	92227	Imperial Irrigation District
CA	92868	Other
CA	90660	Southern California Edison
CA	95818	Sacramento Municipal Utility District
CA	95961	Pacific Gas & Electric
CA	96137	Pacific Gas & Electric
CA	92122	San Diego Gas & Electric
CA	90065	Los Angeles Department of Water and Power
CA	95560	Pacific Gas & Electric
CA	91352	Burbank Water & Power
CA	91750	Southern California Edison
CA	96080	Pacific Gas & Electric
CA	92021	San Diego Gas & Electric
CA	92026	San Diego Gas & Electric
CA	94560	Pacific Gas & Electric
CA	92887	Southern California Edison
CA	91301	Southern California Public Power Authority
CA	95823	Sacramento Municipal Utility District
CA	92335	Southern California Edison
CA	94931	Pacific Gas & Electric
CA	94014	Pacific Gas & Electric
CA	94553	Pacific Gas & Electric
CA	91709	Ambit Energy
CA	84057	PacifiCorp (Rocky Mountain Power)
CA	95966	Pacific Gas & Electric
CA	93637	Pacific Gas & Electric
CA	93420	Pacific Gas & Electric
CA	92373	Southern California Edison
CA	94538	Pacific Gas & Electric
CA	93230	Other
CA	92004	San Diego Gas & Electric
CA	95626	Sacramento Municipal Utility District
CA	92591	Southern California Edison
CA	95618	Pacific Gas & Electric
CA	92835	Other
CA	93117	Southern California Edison
CA	91352	Los Angeles Department of Water and Power
CA	95073	Pacific Gas & Electric
CA	96025	Pacific Power
CA	94511	Pacific Gas & Electric
CA	94949	Pacific Gas & Electric
CA	94303	Pacific Gas & Electric
CA	94602	Pacific Gas & Electric
CA	90272	Southern California Edison
CA	92376	Southern California Edison
CA	91767	Southern California Edison
CA	93625	Pacific Gas & Electric
CA	92253	Imperial Irrigation District
CA	91387	Southern California Edison
CA	91801	Southern California Edison
CA	91402	Los Angeles Department of Water and Power
CA	90044	Los Angeles Department of Water and Power
CA	95337	Pacific Gas & Electric
CA	90064	Other
CA	91775	Southern California Edison
CA	93960	Pacific Gas & Electric
CA	95220	Pacific Gas & Electric
CA	92592	Southern California Edison
CA	95490	Pacific Gas & Electric
CA	92117	San Diego Gas & Electric
CA	95423	Pacific Gas & Electric
CA	92240	Southern California Edison
CA	95407	Sonoma Clean Power
CA	94585	Pacific Gas & Electric
CA	95354	Modesto Irrigation District
CA	95827	Sacramento Municipal Utility District
CA	93552	Southern California Edison
CA	94127	Pacific Gas & Electric
CA	94806	Pacific Gas & Electric
CA	95573	Pacific Gas & Electric
CA	90501	Los Angeles Department of Water and Power
CA	94954	Sonoma Clean Power
CA	94568	Pacific Gas & Electric
CA	91752	Southern California Edison
CA	94112	City & County of San Francisco
CA	90802	Southern California Edison
CA	92274	Imperial Irrigation District
CA	91740	Southern California Edison
CA	91342	Southern California Gas Company
CA	94590	Pacific Gas & Electric
CA	91377	Southern California Edison
CA	95032	Pacific Gas & Electric
CA	94503	Pacific Gas & Electric
CA	95691	Pacific Gas & Electric
CA	90703	Southern California Edison
CA	92065	San Diego Gas & Electric
CA	91367	Los Angeles Department of Water and Power
CA	95209	Pacific Gas & Electric
CA	94566	Pacific Gas & Electric
CA	94546	Pacific Gas & Electric
CA	93654	Pacific Gas & Electric
CA	92843	Southern California Edison
CA	92346	Southern California Edison
CA	94121	Pacific Gas & Electric
CA	95340	Pacific Gas & Electric
CA	90026	Los Angeles Department of Water and Power
CA	94588	Pacific Gas & Electric
CA	91301	Southern California Edison
CA	92831	Southern California Edison
CA	95148	California Public Utilities Commission
CA	95076	Pacific Gas & Electric
CA	93215	Southern California Gas Company
CA	94547	Pacific Gas & Electric
CA	90740	Southern California Edison
CA	91766	Southern California Edison
CA	94903	Pacific Gas & Electric
CA	91331	Los Angeles Department of Water and Power
CA	96101	Surprise Valley Power
CA	95765	Pacific Gas & Electric
CA	91331	Other
CA	92617	Southern California Edison
CA	91206	Glendale Water and Power
CA	92078	San Diego Gas & Electric
CA	93309	Pacific Gas & Electric
CA	94089	Pacific Gas & Electric
CA	91708	Other
CA	95111	Pacific Gas & Electric
CA	95366	Pacific Gas & Electric
CA	92064	San Diego Gas & Electric
CA	94928	Pacific Gas & Electric
CA	92252	Southern California Edison
CA	93514	Los Angeles Department of Water and Power
CA	93641	Pacific Gas & Electric
CA	90240	Southern California Edison
CA	93901	Pacific Gas & Electric
CA	90045	Los Angeles Department of Water and Power
CA	93458	Pacific Gas & Electric
CA	92264	Southern California Edison
CA	94306	City of Palo Alto Utilities
CA	92505	Riverside Public Utilities
CA	92102	San Diego Gas & Electric
CA	93283	Southern California Edison
CA	92530	Southern California Edison
CA	95993	Pacific Gas & Electric
CA	96058	Pacific Power
CA	92604	Southern California Edison
CA	94544	Alameda Municipal Power
CA	94925	Pacific Gas & Electric
CA	95692	Pacific Gas & Electric
CA	91302	Southern California Edison
CA	92880	Southern California Edison
CA	93440	Pacific Gas & Electric
CA	95382	Turlock Irrigation District (TID)
CA	91202	Glendale Water and Power
CA	95650	Pacific Gas & Electric
CA	93066	Southern California Edison
CA	92103	San Diego Gas & Electric
CA	96021	Pacific Gas & Electric
CA	95062	Pacific Gas & Electric
CA	92801	Anaheim Public Utilities
CA	93638	Pacific Gas & Electric
CA	90266	Southern California Edison
CA	91364	Other
CA	95762	Pacific Gas & Electric
CA	95037	Pacific Gas & Electric
CA	92782	Other
CA	93312	Pacific Gas & Electric
CA	94707	Pacific Gas & Electric
